0.00086806,0.0021701,0,0.00086806,0.0013021,0.0013021,0.0017361,0.0021701,0.0017361,0.0017361,0.00086806,0.0017361,0.0026042,0.0017361,0.00086806,0.00086806,0.00086806,0.00086806,0,0.0013021,0.0017361,0.0013021,0.0021701,0.0013021,0.0017361,0.0013021,0.0013021,0.00086806,0.0013021,0,0,0.00043403,0.00086806,0.00043403,0.00043403,0.00086806,0.0013021,0.00043403,0,0,0.00043403,0,0,0,0,0,0.00043403,0.00043403,0.00043403,0.0013021,0.00043403,0.00086806,0.00086806,0.0013021,0.00086806,0.0017361,0.00086806,0.00086806,0.00086806,0.0017361,0.0013021,0.0013021,0.0017361,0.00043403,0.0017361,0.00086806,0.0013021,0.0017361,0.0013021,0.0013021,0.00086806,0.0013021,0.0013021,0.0021701,0.00086806,0.00086806,0.00043403,0.0013021,0.0021701,0.0013021
0.00086806,0.0017361,0.00086806,0.0013021,0.00043403,0.0013021,0.0017361,0.0030382,0.0017361,0.0013021,0.0021701,0.0017361,0.0013021,0.00086806,0.00086806,0.0017361,0.0013021,0.0013021,0.0017361,0.0021701,0.0017361,0.0017361,0.0017361,0.0021701,0.0017361,0.0013021,0.00043403,0.0013021,0.00043403,0.00086806,0,0,0.00043403,0.0013021,0.00043403,0.00086806,0.00086806,0.0017361,0.00043403,0,0.00043403,0,0,0,0,0,0.00043403,0.00086806,0.00043403,0,0.00043403,0.00043403,0.00086806,0.0013021,0.00086806,0.00043403,0.0013021,0.00043403,0.0017361,0.0013021,0.0013021,0.00086806,0.00086806,0.00043403,0.00086806,0.00086806,0.0017361,0.0026042,0.0013021,0.0013021,0.0013021,0.0017361,0.0013021,0.0021701,0.0017361,0.00086806,0.00043403,0.00043403,0.00043403,0.0013021
0.0013021,0.0013021,0.0021701,0.00086806,0,0.0013021,0.0021701,0.00043403,0.0013021,0.0017361,0.0021701,0.0013021,0.0017361,0.0017361,0.0026042,0.00086806,0.0013021,0.0013021,0.0017361,0.00086806,0.00086806,0.00086806,0.0017361,0.00086806,0.0013021,0.0013021,0.00086806,0.0013021,0.0013021,0,0,0,0,0.00043403,0.00086806,0.0013021,0.00043403,0.00086806,0,0,0,0,0,0,0,0,0,0,0.00086806,0.00043403,0.00043403,0.0017361,0.0013021,0.00086806,0.00086806,0.0013021,0.00043403,0.0013021,0.0013021,0.0013021,0.00043403,0.0013021,0,0.00086806,0.00043403,0.00043403,0.0017361,0.00086806,0.0021701,0.0017361,0.0017361,0.0021701,0.00043403,0.0013021,0.0021701,0.0013021,0.00043403,0.00043403,0.00086806,0.0013021
0.00086806,0.0021701,0.0013021,0.0013021,0.0017361,0.00086806,0.0017361,0.00086806,0.0017361,0.0017361,0.0017361,0.0017361,0.0021701,0.0021701,0.0013021,0.0017361,0.00043403,0,0.00086806,0.0013021,0.0013021,0.0013021,0.0013021,0.0017361,0.0017361,0.0013021,0.00086806,0.0017361,0.0013021,0.00043403,0,0,0,0,0.00043403,0.00086806,0.00043403,0,0,0,0,0,0,0,0,0,0,0.00043403,0.00043403,0.00043403,0,0.00086806,0.0013021,0.00086806,0.00086806,0.00086806,0.00086806,0.0013021,0.0017361,0.00043403,0.00086806,0.00086806,0,0,0.0021701,0.00086806,0.0017361,0.0013021,0.0013021,0.0021701,0.0017361,0.0013021,0.0017361,0.0017361,0.00086806,0.00086806,0.0013021,0.00086806,0.0017361,0.0017361
0.0017361,0.0013021,0.0013021,0.0017361,0.00086806,0.0017361,0.0017361,0.00086806,0.00086806,0.0021701,0.0021701,0.0017361,0.0013021,0.0013021,0.0017361,0.00086806,0.00086806,0.00043403,0.0013021,0.00043403,0.0017361,0.00086806,0.0030382,0.0017361,0.0013021,0.0021701,0.0017361,0.0013021,0.0013021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043403,0,0.00086806,0.00043403,0,0,0.00043403,0.00043403,0.0013021,0.0017361,0.00086806,0.0013021,0.00043403,0.00086806,0.0013021,0.00086806,0.00086806,0.00086806,0.0013021,0.0017361,0.0013021,0.0026042,0.0013021,0.0017361,0.0013021,0.00043403,0.00086806,0.00086806,0.0021701,0.00086806,0.0017361,0.0021701,0.0013021,0.0017361
0.0017361,0.0013021,0.0021701,0.0021701,0.0017361,0.0013021,0.0013021,0.00086806,0.00086806,0.0013021,0.0021701,0.0021701,0.0021701,0.0013021,0.0026042,0.0013021,0.00086806,0.00043403,0.00086806,0.00043403,0.00086806,0.0021701,0.0017361,0.00086806,0.0013021,0.00043403,0.0017361,0.0013021,0.0013021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086806,0.00086806,0.0013021,0.00086806,0.0013021,0.00043403,0.00043403,0.0013021,0.00043403,0.00086806,0.00043403,0.0013021,0.0013021,0.00043403,0.00086806,0.00086806,0.00043403,0.0013021,0.00086806,0.0013021,0.0017361,0.0017361,0.00086806,0.00086806,0.0017361,0.0013021,0.0013021,0.00086806,0.0013021,0.0021701,0.0013021,0.0017361,0.00043403
0.0017361,0.0017361,0.0017361,0.0013021,0.0021701,0,0.00043403,0.0013021,0.00043403,0.0017361,0.0013021,0.0017361,0.0013021,0.0013021,0.0021701,0.0013021,0.00086806,0.0017361,0,0.0017361,0.0013021,0.0013021,0.0013021,0.0017361,0.0013021,0.0013021,0.00043403,0.0013021,0.0013021,0,0,0,0,0,0,0,0.00043403,0,0,0,0.00043403,0,0,0,0,0,0.00043403,0.00043403,0.00086806,0.0013021,0.00043403,0.00043403,0.00043403,0.00086806,0.00086806,0.0013021,0.00086806,0.0017361,0.00043403,0.00086806,0.00086806,0.0013021,0.00086806,0.0013021,0.0013021,0.0021701,0.0013021,0.00086806,0.0021701,0.00043403,0.00086806,0.00086806,0.00043403,0.0013021,0.0026042,0.0013021,0.0013021,0.0021701,0.00086806,0.0013021
0.0021701,0.0021701,0.0017361,0.00086806,0.0017361,0.00086806,0.0017361,0.0021701,0.0013021,0.0021701,0.0013021,0.0013021,0.0017361,0.0017361,0.0017361,0.00086806,0.0013021,0.00043403,0.0013021,0.0013021,0.0013021,0.0017361,0.0013021,0.0013021,0.0013021,0.0017361,0.00086806,0.00043403,0.0013021,0,0,0,0.00043403,0,0,0,0,0,0,0.00043403,0,0,0,0,0,0,0.00043403,0.00043403,0.00043403,0.00086806,0.00086806,0,0.0013021,0.00086806,0.00086806,0.00086806,0,0,0,0.00086806,0.00043403,0.0013021,0.0013021,0.0013021,0.0021701,0.00043403,0.0013021,0.0013021,0.0021701,0.0013021,0.00086806,0.0017361,0.0013021,0.0013021,0.0013021,0.0026042,0.0017361,0.0013021,0.0013021,0.0017361
0.0017361,0.0013021,0.0013021,0.00086806,0.0013021,0.00043403,0.0026042,0.0013021,0.0013021,0.0021701,0.0013021,0.0021701,0.0021701,0.00086806,0.0013021,0.0021701,0.0017361,0.0013021,0.0021701,0.0017361,0.0021701,0.00086806,0.0013021,0.0013021,0.0017361,0.0013021,0.0013021,0.00086806,0.0013021,0.00043403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043403,0.00086806,0.00086806,0.00043403,0.0013021,0.00086806,0.0013021,0.0013021,0.00086806,0.00043403,0.00043403,0,0.00043403,0.00043403,0.00043403,0.00043403,0.00043403,0.0013021,0.00086806,0.0013021,0.0013021,0.0017361,0.0017361,0.00086806,0.00086806,0.0013021,0.0017361,0.0013021,0.0017361,0.0013021,0,0.0017361,0.0021701,0.00086806
0.0013021,0.0017361,0.0017361,0.0013021,0.00043403,0.0013021,0.0017361,0.0017361,0.0021701,0.0013021,0.0026042,0.00086806,0.0013021,0.0021701,0.0021701,0.00086806,0.0013021,0.0013021,0.00086806,0.0017361,0.00086806,0.00086806,0.00043403,0.0026042,0.0017361,0.00086806,0.00043403,0.00043403,0.00043403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043403,0.0013021,0.0013021,0.00043403,0.00043403,0.0013021,0.0013021,0.0013021,0.00086806,0.00043403,0.00086806,0,0,0,0,0.00043403,0.00086806,0.0013021,0.00086806,0.0017361,0.0013021,0.00043403,0.0013021,0.0021701,0.0013021,0.0013021,0.0013021,0.0013021,0.0013021,0.00086806,0.0013021,0.0017361,0.0017361
