0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.680650000000001126e-04 4.709594425666668589e-07 2.998035817385049967e-10 2.441986854022110132e-02 1.498330887917766081e-05 1.007283886732097113e-08 5.833372800000001801e-01 3.255255000192001013e-04 5.833372800000001801e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.085084999999999739e-03 9.419225020499999611e-07 8.517175929512919674e-10 4.438968083314188962e-02 4.013862290028691397e-05 3.763034044678935499e-08 7.916726400000003716e-01 5.787129630028801279e-04 7.916726400000003716e-01
-1.215274000000000345e-03 -4.571307258806670380e-07 -1.568670428056680055e-10 -3.349136074648211003e-02 -1.408882365779771896e-05 -4.452041658056866523e-09 1.583343360000000200e+00 1.177099086724146988e-03 1.583343360000000200e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.339899999999995497e-05 -1.757864901933328753e-08 -1.141238477399289490e-12 1.186588950324784716e-02 1.252136496687610847e-05 1.297464189883560635e-08 1.075008192000000529e+00 1.017376908953241624e-03 1.075008192000000529e+00
-2.604219999999999105e-03 -2.248069380559999753e-06 -2.029962964318969962e-09 -1.254127482782773639e-01 -1.146072608472960698e-04 -1.086758006261421093e-07 2.266689792000000647e+00 2.292292976549067766e-03 2.266689792000000647e+00
-4.340300000000000711e-04 -8.414354423866670255e-08 3.041690403936473014e-11 -1.795271048350586748e-03 5.279316456002036250e-06 7.781153407569749408e-09 1.316675328000000533e+00 8.318983926389759889e-04 1.316675328000000533e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.041686000000000001e-03 -8.866670976266671508e-07 -7.867998229963787787e-10 -6.498762643101284320e-02 -5.978457104842676163e-05 -5.641699818044480608e-08 1.133344128000000728e+00 1.135438493440204828e-03 1.133344128000000728e+00
1.736239999999997729e-04 2.072326004146664799e-07 2.364731138735862648e-10 -1.141143046546151327e-03 5.516241014336891824e-06 1.089768858539967427e-08 2.016680832000000478e+00 1.801241275654963565e-03 2.016680832000000478e+00
7.812639999999999385e-04 7.723775078266668286e-07 6.718901852312585442e-10 4.320694898420348457e-02 3.741942691763353035e-05 3.268503920146560897e-08 1.150007808000000464e+00 6.944547555978240576e-04 1.150007808000000464e+00
1.388895999999999924e-03 5.952878279506668304e-07 3.086305048065409876e-10 3.425128974927191955e-02 1.729868013905768646e-05 9.826777218271954227e-09 5.166700800000001426e-01 1.938683926023168484e-04 5.166700800000001426e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.114680000000001305e-04 6.153868023986669090e-07 4.422371078643613793e-10 4.340493216203881316e-02 2.937472315462992493e-05 2.109155979800616038e-08 6.583380480000003976e-01 3.972860674311169552e-04 6.583380480000003976e-01
2.604179999999998909e-04 2.800635288386667176e-07 2.901008617396523519e-10 3.253787149966332060e-03 1.074711727741836299e-05 1.561891554555316088e-08 1.750012800000000368e+00 1.358816557115289769e-03 1.750012800000000368e+00
2.604220000000001165e-04 2.310852688040001799e-07 1.938368061680123806e-10 2.665356606134435674e-02 2.285487538466971167e-05 1.915376347330682509e-08 1.533342336000000472e+00 1.069457142260736180e-03 1.533342336000000472e+00
2.256960000000000563e-03 1.081317197200667128e-06 6.666490263026808051e-10 4.747503296501290326e-02 2.756473933556482167e-05 1.847066684908771998e-08 5.833370880000002812e-01 2.555011681605120913e-04 5.833370880000002812e-01
1.475706000000000023e-03 5.613811439380001883e-07 2.649155304060572687e-10 3.146394919927272132e-02 1.494381750432598057e-05 8.042876825665119867e-09 5.666703360000000522e-01 2.025490503803904535e-04 5.666703360000000522e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.906280000000001231e-04 4.546312628893336805e-07 4.948911403901693548e-10 2.401672702789584349e-02 2.798233092561805876e-05 3.094393304358120585e-08 9.416736000000004436e-01 8.049888548597760370e-04 9.416736000000004436e-01
1.041680000000000557e-03 1.007224775032000745e-06 9.880398046763836717e-10 6.133009570510607883e-02 5.814935965658551438e-05 5.647230745127139375e-08 1.650010368000000671e+00 1.234969549681151982e-03 1.650010368000000671e+00
8.681000000000023442e-05 6.530860984400014955e-08 4.796991184514265587e-11 2.053422690555010283e-02 1.491478189837073456e-05 1.081605511990270180e-08 1.666676736000000769e+00 1.217318085971865697e-03 1.666676736000000769e+00
-2.343778000000000788e-03 -1.569864634909334581e-06 -1.142194097195735121e-09 -9.943927880596195590e-02 -7.498899344054752521e-05 -5.873604407257483323e-08 1.833347328000000775e+00 1.512754758609100719e-03 1.833347328000000775e+00
-2.343762000000000102e-03 -9.456784240246670641e-07 -4.974497226529775708e-10 -4.917954233430017058e-02 -2.603730405286805590e-05 -1.604350906044622021e-08 1.283340672000000682e+00 8.130882563251198803e-04 1.283340672000000682e+00
-2.710505431213761085e-20 1.054943769340000093e-07 8.656106930533628717e-11 7.580061417948946202e-03 5.910368781727518639e-06 4.738653991080880380e-09 7.333390080000004030e-01 3.359434400292864512e-04 7.333390080000004030e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.302079999999999568e-04 1.130285011546666170e-07 9.860620443597917934e-11 1.759092492075682926e-02 1.534635541783873001e-05 1.345678384328917708e-08 1.041674496000000616e+00 9.554542252397569711e-04 1.041674496000000616e+00
-2.083348000000000491e-03 -2.079746064908001096e-06 -2.139381648313201112e-09 -1.293214110427655661e-01 -1.348521013679994732e-04 -1.445071397911930806e-07 2.600020992000001030e+00 2.987895924645887595e-03 2.600020992000001030e+00
-3.472220000000004916e-04 -1.758184059440005179e-07 -3.509557539820641268e-11 -4.471955846517151195e-03 1.102023043582182814e-05 2.527511384335120205e-08 2.116682496000001024e+00 2.010447586789785440e-03 2.116682496000001024e+00
1.302094000000000168e-03 9.130290670513336584e-07 6.623971205627222852e-10 7.426457007486975126e-02 5.350152470831129347e-05 3.978134623882783663e-08 1.400008320000000639e+00 8.813764326257664955e-04 1.400008320000000639e+00
-8.680199999999983740e-05 7.661234249000022983e-08 1.308249148904475735e-10 3.870846198696870424e-04 9.234408430300312492e-06 1.225533570005053315e-08 1.400007936000000619e+00 9.033669852165119533e-04 1.400007936000000619e+00
